lift_from_version	lift_from_property	lift_to_version	lift_to_property	lift_from_concept	lift_to_concept	concept_relationship
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Thoracic Esophagus	v5.0.2	Thoracic Esophagus	C12251	C12251	Concept Code Match
v5.0.0	Testis	v5.0.2	Testis	C12412	C12412	Concept Code Match
v5.0.0	Testis	v5.0.2	Testis	C12412	C12412	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Temporal Lobe	v5.0.2	Temporal Lobe	C12353	C12353	Concept Code Match
v5.0.0	Tail of the Pancreas	v5.0.2	Tail of the Pancreas	C12271	C12271	Concept Code Match
v5.0.0	Supraglottis	v5.0.2	Supraglottis	C12279	C12279	Concept Code Match
v5.0.0	Superior Wall of the Nasopharynx	v5.0.2	Superior Wall of the Nasopharynx	C12242	C12242	Concept Code Match
v5.0.0	Submandibular Salivary Gland	v5.0.2	Submandibular Salivary Gland	C12233	C12233	Concept Code Match
v5.0.0	Head and Neck Lymph Node	v5.0.2	Head and Neck Lymph Node	C12358	C12358	Concept Code Match
v5.0.0	Bladder, NOS	v5.0.2	Bladder, NOS	C159545	C159545	Concept Code Match
v5.0.0	Central Portion of the Breast	v5.0.2	Central Portion of the Breast	C12300	C12300	Concept Code Match
v5.0.0	Female Reproductive System	v5.0.2	Female Reproductive System	C12402	C12402	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Male Genitalia	v5.0.2	Male Genitalia	C61599	C61599	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
v5.0.0	Not Otherwise Specified	v5.0.2	Not Otherwise Specified	C19594	C19594	Concept Code Match
